Unique_ID,Folder,Full_path,Alloy,Total_atoms,Structure (By OVITO),POTCAR_used,Lattice_parameter_x (Å),Lattice_parameter_y (Å),Lattice_parameter_z (Å),Volumetric_lattice_parameter (Å),LLD (Å),Fermi_energy (eV),Nef (states/eV/atom),Bonding_area (states·eV/atom),Antibonding_area (states·eV/atom),Ratio_DOS_Area,D_band_center (eV),t2g_NEF (states/eV/atom),eg_NEF (states/eV/atom),W_present,Mo_present,Ta_present,Nb_present,V_present,Cr_present,Fe_present,Li_present,K_present,Rb_present,Cs_present,Ba_present,Ra_present,Ca_present,Sr_present,Rh_present,Ir_present,Ni_present,Pd_present,Pt_present,Cu_present,Ag_present,Au_present,Al_present,Ne_present,Ar_present,Kr_present,Xe_present,Be_present,Mg_present,Sc_present,Y_present,Ti_present,Zr_present,Hf_present,Tc_present,Re_present,Ru_present,Os_present,Co_present,Zn_present,Cd_present,He_present,W_comp,Mo_comp,Ta_comp,Nb_comp,V_comp,Cr_comp,Fe_comp,Li_comp,K_comp,Rb_comp,Cs_comp,Ba_comp,Ra_comp,Ca_comp,Sr_comp,Rh_comp,Ir_comp,Ni_comp,Pd_comp,Pt_comp,Cu_comp,Ag_comp,Au_comp,Al_comp,Ne_comp,Ar_comp,Kr_comp,Xe_comp,Be_comp,Mg_comp,Sc_comp,Y_comp,Ti_comp,Zr_comp,Hf_comp,Tc_comp,Re_comp,Ru_comp,Os_comp,Co_comp,Zn_comp,Cd_comp,He_comp,Structure_individual_BCC,Structure_individual_FCC,Structure_individual_HCP,is_PDOS_USER_D.dat,is_TDOS.dat,is_POTCAR,is_FERMI_ENERGY,User,C_11 [GPa],C_12 [GPa],C_13 [GPa],C_23 [GPa],C_22 [GPa],C_33 [GPa],C_44 [GPa],C_55 [GPa],C_66 [GPa],G_V [GPa],G_R [GPa],G [GPa],B [GPa],E_100 [GPa],E_110 [GPa],E_111 [GPa],E_113 [GPa],E_331 [GPa],E_VRH [GPa],Poisson's ratio [],Pugh_Ratio,Inv_Pugh
unique_183,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/VTiHfW/dos,Hf10Ti4V19W3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.577733798,9.577416013,6.478140669,3.207841766,0.18722443,7.724331,1.541643783,4.116080764,2.704164102,,0.013417802,0.825055915,0.223312699,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.333333,0,0,0,52.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,27.777778,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_184,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/VTiHfZr/dos,Hf10Ti4V19Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,9.736203153,9.720076891,6.538705846,3.250920579,0.24254756,7.624955,1.529853052,3.745628958,3.133700208,,0.080865993,0.807431448,0.224479187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,8.333333,27.777778,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_185,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WCrVHf/dos,Cr4Hf3V10W19,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.365819584,9.404412218,6.241353888,3.125796548,0.048430278,9.706154,0.974946081,4.302438611,2.818910967,,-0.259005437,0.570325549,0.100784261,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.777778,0,0,0,27.777778,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_186,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WNbHfZr/dos,Hf10Nb4W19Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.899220661,9.892085494,6.647953725,3.306996466,0.09128758,8.671801,1.167198635,4.072972222,3.211006806,,0.292835916,0.53970505,0.140407938,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,52.777778,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,27.777778,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_187,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WNbTaHf/dos,Hf3Nb4Ta10W19,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015,9.800482064,9.745007616,6.486066205,3.252707659,0.043657234,8.605311,0.951183089,4.200355833,3.041270278,,0.226646986,0.476583813,0.093139905,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.777778,0,27.777778,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_188,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WNbTaZr/dos,Nb4Ta10W19Zr3,36,bcc,PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.762221198,9.760495109,6.508432235,3.253915646,0.040219269,9.090184,0.958105927,4.201139028,2.991466667,,0.111793867,0.477659761,0.09414499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.777778,0,27.777778,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_189,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WNbTiZr/dos,Nb4Ti10W19Zr3,36,bcc,PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.682804119,9.652198747,6.475279893,3.227531738,0.062141307,9.977866,1.251214769,4.366910139,2.703856438,,-0.054717254,0.608454342,0.157983983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52.777778,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777778,8.333333,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_190,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WTaTiZr/dos,Ta4Ti10W19Zr3,36,bcc,PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.730390982,9.698055849,6.457885221,3.235005388,0.084742484,9.239007,1.164117258,3.991026806,3.122599031,,0.059309349,0.556907695,0.146156358,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52.777778,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777778,8.333333,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_191,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WVCrZr/dos,Cr10V4W19Zr3,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.330579706,9.372545874,6.21322197,3.113646273,0.057770578,10.459859,0.57837242,4.558432083,2.763678773,,-0.563407144,0.306177595,0.073403165,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.777778,0,0,0,11.111111,27.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_192,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WVNbTi/dos,Nb10Ti3V4W19,36,bcc,PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.589569355,9.586953922,6.391150478,3.195915614,0.040104409,10.544227,1.083803681,4.546077361,3.441966028,,0.273963391,0.580762436,0.112170822,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.777778,0,0,27.777778,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_193,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WVTaHf/dos,Hf3Ta10V4W19,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Ta_pv 07Sep2000; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.676830497,9.654222454,6.446335627,3.222276308,0.047818187,8.3721,1.026689439,4.109651667,3.181346667,,0.165660247,0.545204832,0.100980475,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.777778,0,27.777778,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_194,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/WVTiZr/dos,Ti10V4W19Zr3,36,bcc,PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.539561317,9.696257525,6.354422015,3.196279745,0.077655542,9.794834,1.296120907,3.981615694,2.895684013,,-0.084296045,0.654154147,0.161107949,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52.777778,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777778,8.333333,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_195,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/ZrCrMoV/dos,Cr4Mo10V3Zr19,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,10.07568777,9.881495303,6.76233442,3.34324861,0.195849475,9.850866,1.30571,4.399806389,3.297557867,,0.040335102,0.61418112,0.207230463,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.777778,0,0,8.333333,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.777778,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_196,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quatenary/50_10_30_10/ZrCrVNb/dos,Cr4Nb3V10Zr19,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Nb_sv 25May2007; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,10.07677336,9.99263857,6.685653955,3.344164881,0.232620805,9.356313,1.35453587,3.94512375,2.741603745,,-0.148591198,0.662164499,0.199278833,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,27.777778,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.777778,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_219,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrHfMoWTa/dos,Cr8Hf7Mo7Ta7W7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015,9.610381071,9.574530281,6.420031432,3.201628502,0.089388477,8.266941,1.121259504,4.267177083,2.933864439,,-0.268719399,0.596936971,0.153437136,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.444444,19.444444,19.444444,0,0,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,300.98989,136.22911,151.50224,144.50315,306.84547,298.89322,63.38485,60.6353,62.31822,68.90061267,67.81267379,68.35664323,196.7997311,208.296391,176.991648,168.5479884,187.4698553,174.4497415,183.7905857,0.344350579,0.347341141,2.879013978
unique_220,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrMoTiWV/dos,Cr8Mo7Ti7V7W7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.220787532,9.263722707,6.130345534,3.075506611,0.069512154,10.293313,1.189733214,4.417368194,3.105022262,,-0.191341894,0.682175282,0.156659229,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,0,0,19.444444,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,328.38401,144.54579,142.88369,144.75422,330.83518,338.72552,58.45584,56.78592,55.48989,71.86373067,67.60617482,69.73495275,206.9235678,245.4808853,171.9379811,156.3268158,193.4967476,167.084861,188.0770213,0.348513291,0.337008266,2.967286268
unique_221,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrMoTiZrNb/dos,Cr8Mo7Nb7Ti7Zr7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE Zr_sv 04Jan2005,9.606716432,9.557755466,6.543163452,3.219509706,0.141561801,10.201315,1.316929661,4.359141431,3.548433391,,0.042956906,0.656349531,0.206572391,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.444444,0,19.444444,0,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,206.30089,109.13442,108.74553,111.08687,209.79299,186.89711,19.8022,21.92309,29.05137,32.42361,28.62111102,30.52236051,140.1027367,122.6177152,74.00149503,65.36298937,86.80053918,71.26214394,85.36776042,0.398446237,0.21785699,4.590167155
unique_222,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrMoWVNb/dos,Cr8Mo7Nb7V7W7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.319073485,9.301217574,6.200465992,3.1023257,0.045768816,10.916991,0.758776055,4.603716667,2.825102195,,-0.410590176,0.411258424,0.095537604,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,0,19.444444,19.444444,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,Dharmendra,385.16341,148.58268,140.10661,143.35053,388.15859,388.38179,75.88565,69.59359,71.75737,92.09158667,86.30078042,89.19618354,225.0870478,309.0197871,215.6958649,195.9683915,242.9866657,209.5599981,236.3665626,0.324981368,0.396274172,2.523505367
unique_223,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrVNbHfZr/dos,Cr8Hf7Nb7V7Zr7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,9.736218914,9.775770475,6.628760187,3.270733529,0.23466679,8.665715,1.353349474,4.314120278,2.952228013,,-0.044047428,0.658363173,0.222711444,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,158.03764,96.302,98.72083,105.24378,176.34584,169.92831,34.0464,26.49156,25.28895,30.768394,30.16700534,30.46769967,122.7605567,92.96910553,81.5686021,78.36537069,85.46629293,80.61022517,84.41915776,0.385387782,0.248188021,4.029203327
unique_224,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrVNbTiZr/dos,Cr8Nb7Ti7V7Zr7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,9.569661281,9.652615454,6.41580704,3.204103213,0.249418956,9.685424,1.384971993,4.112736222,2.743172891,,-0.214841656,0.69901165,0.221093815,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,174.1715,106.75325,104.9339,110.95808,168.9108,162.27548,33.43421,28.22075,21.49161,28.81015067,28.04382441,28.42698754,127.8498044,83.75656139,77.16085498,75.18722702,79.48881569,76.57620337,79.39644871,0.396497758,0.222346742,4.497479887
unique_225,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/CrWNbMoTa/dos,Cr8Mo7Nb7Ta7W7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015,9.497566421,9.488715547,6.333767892,3.165133621,0.04858042,9.884764,0.718461837,4.548120417,3.2268868,,-0.179302882,0.367907644,0.090092134,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,19.444444,19.444444,0,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,Dharmendra,382.42324,149.82806,149.80492,150.42366,384.22996,380.79962,75.87093,74.42201,73.53318,91.25830267,87.07192435,89.16511351,227.5073444,297.9490479,219.4553652,201.7394992,243.2921663,213.9896584,236.5874104,0.326681485,0.391921912,2.551528683
unique_226,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/HfCrMoWNb/dos,Cr7Hf8Mo7Nb7W7,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE W_sv 04Sep2015,9.644491404,9.670085997,6.425601817,3.216797371,0.091149624,9.310216,1.130777838,4.672012083,2.378616125,,-0.42364015,0.591758098,0.153550132,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.444444,19.444444,0,19.444444,0,19.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222222,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,279.71396,133.87532,139.36511,137.08984,282.65395,282.07078,45.08987,47.20243,44.17497,56.23401533,53.384781,54.80939817,185.0110256,191.9214535,137.8717078,126.039755,154.0012284,134.2072728,149.6502629,0.365187978,0.296249361,3.375534707
unique_227,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/HfVNbTaTi/dos,Hf8Nb7Ta7Ti7V7,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007,9.81327687,9.895949794,6.68038161,3.30273121,0.180043208,7.481476,1.474095556,3.860372222,3.254654614,,0.247112227,0.707402511,0.201817107,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,19.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,0,22.222222,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,178.03997,112.2268,112.50014,103.77441,174.06144,177.33697,40.40111,35.75938,35.83803,35.795506,35.53327774,35.66439187,131.8267867,92.08613531,99.34388207,102.0242203,96.51490711,100.1088458,98.14267581,0.375919659,0.270539795,3.696313882
unique_228,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/20_20_20_20_20/HfZrWNbTi/dos,Hf8Nb7Ti7W7Zr7,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,10.09831,10.0360112,6.84511261,3.3778281,0.164419842,8.405032,1.405484306,4.030699444,2.718372053,,0.057462849,0.600352907,0.200279324,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.444444,0,0,19.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444444,19.444444,22.222222,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,Dharmendra,186.81423,96.3152,97.14521,103.7558,186.47909,169.96752,40.84493,47.07366,46.27419,43.24153133,42.81948524,43.03050829,126.4103622,109.6601041,116.9404892,119.5869672,114.1227229,117.6980821,115.9364712,0.347142712,0.34040333,2.937691591
